BoxID,SongID,recorded_on,released_on,old_or_new,created_with,language,genre,purpose,status,smasterpiece,article_title,song_title,video_song,artist,original_song,wma_url,song_url,MP3_name,critics_review,diary_text,poster_url,TrackNumber,RadioID,RadioName,soffset,snxtoffset,sduration,stars,real_url,karaoke_url,version_of_song,hide_if_not_on_radio
,45,January 2005,,NEW,1,Spanish,Romantic,Listening,2,True,Latincita&lt;QUOTE&gt;s standard opening number. Without cold.,Con los A&#241;os,,Gloria Estefan,C:\\\\DATA\\\\Eigen Opnames\\\\Con Los Anos 2 - LOOPBACK.wav,con los anos 2.wma,~/best_of_latincita/Latincita%20-%20Con%20los%20Anos%202.mp3,Latincita - Con los Anos 2,Her cold cleared up&lt;COMMA&gt; so Latincita re-recorded her standard opening number.  Very beautiful.,This one went better than the last time.  It&lt;QUOTE&gt;s easier without a cold.,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%202-P.bmp,45,Music by Latincita,,,,,0,,,,0
,44,December 2004,,NEW,1,English,Gospel,Listening,2,False,Latincita does Gospel,People Get Ready,,Curtis Darby,,People Get Ready - 1e deel - cleaned.wma,~/best_of_latincita/Latincita%20-%20People%20Get%20Ready%20-%20Part%201.mp3,Latincita - People Get Ready - Part 1,The Latincitas record their first Gospel Song.  It&lt;QUOTE&gt;s just the start&lt;COMMA&gt; but it&lt;QUOTE&gt;s quite nice.,I have to finish this one&lt;COMMA&gt; but it&lt;QUOTE&gt;s fun to try and do all the parts.,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2039-P.bmp,44,Music by Latincita,,,,,0,,,,0
,43,December 2004,,NEW,1,English,Pop,Listening,3,True,Latincita&lt;QUOTE&gt;s Spontaneous Christmas Masterpiece.,Another Day in Paradise,,Phil Collins,C:\\\\DATA\\\\Eigen Opnames\\\\Another Day in Paradise.wav,Another Day in Paradise.wma,~/best_of_latincita/Latincita%20-%20Another%20Day%20in%20Paradise.mp3,Latincita - Another Day in Paradise,Latincita&lt;QUOTE&gt;s Spontaneous Christmas Masterpiece.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2042-P.bmp,43,Music by Latincita,,,,,0,,,,0
,42,December 2004,,NEW,1,English,Easy Listening,Listening,2,False,The Latincita&lt;QUOTE&gt;s try to do a Christmas Carol,The Christmas Song,,Mel Torme,,The Crazy Christmas Song.wma,~/best_of_latincita/Latincita%20-%20The%20Christmas%20Song.mp3,Latincita - The Christmas Song,This is what happens when a bunch od Latincita&lt;QUOTE&gt;s go carolling.  Nice&lt;COMMA&gt; but not quite right.,I don&lt;QUOTE&gt;t know why my husband thinks I can do this.  I keep forgetting the words.  But what the heck.  It&lt;QUOTE&gt;s Christmas.,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2043-P.bmp,42,Music by Latincita,,,,,0,,,,0
,41,December 2004,,NEW,1,English,Easy Listening,Listening,2,False,The Latincita Choir practices for its first Television Appearance,My Favorite Things,,Richard Rodgers/Oscar Hammerstein,,Favortie Things - Latincita Choir.wma,~/best_of_latincita/Latincita%20-%20My%20Favorite%20Things%20-%20Choir.mp3,Latincita - My Favorite Things - Choir,The Latincita Choir practices for it&lt;QUOTE&gt;s &quot;New Year 2004&quot; appearance on the Venezuelan Television.  It&lt;QUOTE&gt;s going to be fabulous.,My husband keeps telling me I&lt;QUOTE&gt;m doing it wrong&lt;COMMA&gt; but I still like it.,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2017-P.bmp,41,Music by Latincita,,,,,0,,,Radio,0
,40,December 2004,,OLD,2,English,Pop,Listening,0,False,Toxic &#8230;in Spanish !,Toxic in Spanish,,Britney Spears,,,~/best_of_latincita/Latincita%20-%20Toxic%20-%20SPANISH.mp3,Latincita - Toxic - SPANISH,Latincita does it in Spanish.  Nuts and totally cool.  Needs work&lt;COMMA&gt; but not bad.  Latincita did it all on her own.  The words&lt;COMMA&gt; the recording&lt;COMMA&gt; the mixing.  Everything.  No help from anyone !,I still need to work on it&lt;COMMA&gt; but it&lt;QUOTE&gt;s not bad.,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%208-P.bmp,40,Music by Latincita,,,,,0,,,Radio,0
,38,November 2004,,NEW,1,English,Pop,Listening,2,False,Toxic recorded professionally.,Toxic,,Britney Spears,,,~/best_of_latincita/Latincita%20-%20Toxic.mp3,Latincita - Toxic,A real recording of one of Latincita&lt;QUOTE&gt;s best songs.  Not bad&lt;COMMA&gt; but misses the spontaneaty of her own recordings.  Try listening to one of the old Toxic versions.,I wanted to try redoing this with a &quot;real&quot; microphone for a change.  My husband is as usual not happy.,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%209-P.bmp,38,Music by Latincita,,,,,0,,,,0
,37,November 2004,,NEW,1,Spanish,Romantic,Listening,3,True,Ayer - Ode to Gloria,Ayer,,Gloria Estefan,C:\\\\DATA\\\\Eigen Opnames\\\\Ayer - 6 stem.wav,Ayer - 6 stem.wma,~/best_of_latincita/Ayer%20-%206%20stem%20-%202.1.mp3,Latincita - Ayer - 6 Voice,Is this the next Gloria Estefan?  Starts off nice&lt;COMMA&gt; but then... just listen !  All you hear is Latincita and only Latincita.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit-P.bmp,37,Music by Latincita,,,,,0,,,,0
,36,November 2004,,NEW,1,Spanish,Romantic,Listening,3,False,Con los A&#241;os - Beautiful &amp; Romantic (with a cold),Con los A&#241;os,,Gloria Estefan,,Con los Anos - Latincita.wma,~/best_of_latincita/Latincita%20-%20Con%20los%20Anos.mp3,Latincita - Con los Anos,She had a bit of a cold&lt;COMMA&gt; so her voice was cracking somewhat&lt;COMMA&gt; but it&lt;QUOTE&gt;s still a nice recording. This is Latincita&lt;QUOTE&gt;s standard opening number.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit-P.bmp,36,Music by Latincita,,,,,0,,,,0
,35,November 2004,,NEW,1,English,Easy Listening,Listening,2,True,A Great Greatest Love,Greatest Love Of All,,Whitney Houston,C:\\\\DATA\\\\Eigen Opnames\\\\Greatest Love.wav,Greatest Love.wma,~/best_of_latincita/Latincita%20-%20Greatest%20Love%20Of%20All.mp3,Latincita - Greatest Love Of All,One of Latincita&lt;QUOTE&gt;s best recordings of this song [same recording as one without music].,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit-P.bmp,35,Music by Latincita,,,,,0,,,,0
,34,November 2004,,NEW,1,English,Romantic,Listening,3,False,Running - Let&lt;QUOTE&gt;s Keep on Running,Running,,No Doubt,,Running - Latincita.wma,~/best_of_latincita/Latincita%20-%20Running.mp3,Latincita - Running,Gwen Stefani is fabulous&lt;COMMA&gt; but Latincita does just as good a job with singing the song - in her own style!,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2038-P.bmp,34,Music by Latincita,,,,,0,,,,0
,33,November 2004,,NEW,1,Spanish,Romantic,Listening,3,True,Sabor Ami - Spanish Masterpiece (2004),Sabor a mi,,Alvaro Carrillo,C:\\\\DATA\\\\Eigen Opnames\\\\Sabor Ami.wav,Sabor Ami.wma,~/best_of_latincita/Latincita%20-%20Sabor%20Ami.mp3,Latincita - Sabor Ami,A real &quot;masterpiece&quot; by Latincita.&lt;CR&gt;&lt;CR&gt;Mixed for headphones.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2024-P.bmp,33,Music by Latincita,,,,,0,,,,0
,32,November 2004,,NEW,1,Spanish,Salsa,Listening,3,True,Vivir lo Nuestro - This is the Real Stuff,Vivir lo Nuestro,,Marc Anthony &amp; La India,C:\\\\DATA\\\\Eigen Opnames\\\\Vivir los Nuestro - LOOPBACK.wav,Vivir los Nuestro.wma,~/best_of_latincita/Latincita%20-%20Vivir%20los%20Nuestro.mp3,Latincita - Vivir los Nuestro,This is one of Latincita&lt;QUOTE&gt;s first true &quot;masterpieces&quot;.  Solo by Latincita&lt;COMMA&gt; background vocals by Latincita.  La India eat your heart out.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2039-P.bmp,32,Music by Latincita,,,,,0,,,,0
,31,November 2004,,NEW,1,English,Easy Listening,Listening,2,True,Watch out Christina - here comes Latincita,I turn to you,,Christina Aguilera,C:\\\\DATA\\\\Eigen Opnames\\\\Christina Aguilera - I turn to you - Latincita Mix.wav,Christina Aguilera - I turn to you - Latincita Mix.wma,~/best_of_latincita/Latincita%20-%20I%20turn%20to%20you.mp3,Latincita - I turn to you,Latincita does a killer version of Christina&lt;QUOTE&gt;s hit.  Watch out Christina - here comes Latincita!,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2015-P.bmp,31,Music by Latincita,,,,,0,,,,0
,13,November 2004,,OLD,1,English,Easy Listening,Listening,2,False,The Latincitas show what a Woman is Worth,A Woman&lt;QUOTE&gt;s Worth,,Alicia Keys,,,~/best_of_latincita/Latincita%20-%20A%20Womans%20Worth%20-%20Live%2011-04.mp3,Latincita - A Womans Worth - Live 11-04,The Latincita&lt;QUOTE&gt;s try to do a perfect recording of one of their most popular songs.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%202-P.bmp,13,Music by Latincita,,,,,0,,,,0
,520,September 2004,,NEW,4,Spanish,Rancheros,Entertainment,0,True,Amor Eterno - Mariachi Contest,Amor Eterno,,Roc&#237;o D&#250;rcal,,,~/best_of_latincita/Latincita%20-%20Amor%20Eterno%20-%20Sept%202004.mp3,,Latincita&lt;QUOTE&gt;s killer rendition of Amor Eterno with live professional Mariachi&lt;QUOTE&gt;s from the year zero.,The Song Contest was actually cancelled due to insufficient enough money from entrance-fees.  But the Mariachi&lt;QUOTE&gt;s weren&lt;QUOTE&gt;t going to leave without doing at least one song with Latincita.  After totally slamming it out of the ballpark&lt;COMMA&gt; Latincita collected her second price and immediatly disappeared to Rotterdam to party until the next morning with her Speedy Gonzales.,~/Images/Mobile/Speedy%20and%20Mexicancita%20-%20Sept%202009-P.jpg,520,Music by Latincita,,,,,0,,,Live,0
,27,September 2004,,OLD,2,English,Pop,Dance,3,False,Raining Men - Let&lt;QUOTE&gt;s Go and Get Them !,It&lt;QUOTE&gt;s Raining Men,,Weather Girls,,Weather Girls - It&lt;QUOTE&gt;s Raining Men (alleen als latincita het kan).wma,~/best_of_latincita/Latincita%20-%20Its%20Raining%20Men.mp3,Latincita - Its Raining Men,Who let those crazy Latincitas out !   (Mixed eat your heart out),,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2021-P.bmp,27,Music by Latincita,,,,,0,,,Radio,0
,26,September 2004,,OLD,2,English,Easy Listening,Listening,0,True,Another Masterpiece in Paradise,Another Day In Paradise,,Phil Collins,C:\\\\DATA\\\\Idols TALENTBOX Exported\\\\Phil Collins - Another Day In Paradise (finally weer meesterwerk).wav,,~/best_of_latincita/Latincita%20-%20Another%20Day%20In%20Paradise%20-%20Finally%20Another.mp3,Latincita - Another Day In Paradise - Finally Another,Latincita turns this boring song into a masterpiece.  All on her own.  No studio. No technician.  Just Latincita.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%209-P.bmp,26,Music by Latincita,,,,,0,,,Radio,0
,100,August 2004,,NEW,5,Spanish,Pop,Dance,0,True,Abriendo Puertas - Caribbean Smile,Abriendo Puertas,,Gloria Estefan / Caribbean Smile,,,~/best_of_latincita/13%20-%20Abriendo%20Puertas.mp3,13 - Abriendo Puertas,,,~/Images/Mobile/jose%20311-P.JPG,100,Music by Latincita,,,,,0,,,Studio,0
,99,August 2004,,NEW,5,Spanish,Romantic,Dance,0,True,Somos Novios - Caribbean Smile,Somos Novios,,Armando Manzanero / Caribbean Smile,,,~/best_of_latincita/12%20-%20los%20Nobios.mp3,12 - los Nobios,Wonderful and Romantic.  A Masterpiece.,,~/Images/Mobile/jose%20311-P.JPG,99,Music by Latincita,,,,,0,,,Studio,0
,98,August 2004,,NEW,5,Spanish,Merengue,Dance,0,True,La Bilirrubina - Caribbean Smile,La Bilirrubina,,Juan Luis Guerra / Caribbean Smile,,,~/best_of_latincita/11%20-%20Caribbean%20Smile.mp3,11 - Caribbean Smile,,,~/Images/Mobile/jose%20311-P.JPG,98,Music by Latincita,,,,,0,,,Studio,0
,97,August 2004,,NEW,5,Spanish,Salsa,Dance,0,True,Mi Tierra - Caribbean Smile,Mi Tierra,,Gloria Estefan / Caribbean Smile,,,~/best_of_latincita/10%20-%20Mi%20Tierra.mp3,10 - Mi Tierra,Really great live with Jose&lt;COMMA&gt; but still her solo Studio version is simply perfect.,,~/Images/Mobile/jose%20311-P.JPG,97,Music by Latincita,,,,,0,,,Studio,0
,96,August 2004,,NEW,5,Spanish,Pop,Dance,0,True,Amigo - Caribbean Smile,Amigo,,Marc Anthony / Caribbean Smile,,,~/best_of_latincita/09%20-%20Amigo.mp3,09 - Amigo,How it sounds with a man and a woman - as Latincita says it is meant to be sung.&lt;CR&gt;&lt;CR&gt;Latincita still beats anything with only her and the Latincitas!,,~/Images/Mobile/jose%20311-P.JPG,96,Music by Latincita,,,,,0,,,Studio,0
,95,August 2004,,NEW,5,Spanish,Pop,Dance,0,True,El Cantante - Caribbean Smile,El Cantante,,Andres Calamaro / Caribbean Smile,,,~/best_of_latincita/08%20-%20Caribbean%20Smile.mp3,08 - Caribbean Smile,Jose - the true &quot;singer&quot; &#8230;no doubt his voice is lighting up Heaven&lt;COMMA&gt; now.,,~/Images/Mobile/jose%20311-P.JPG,95,Music by Latincita,,,,,0,,,Studio,0
,94,August 2004,,NEW,5,Spanish,Pop,Dance,0,True,Ayer - Caribbean Smile,Ayer,,Gloria Estefan / Caribbean Smile,,,~/best_of_latincita/07%20-%20Ayer.mp3,07 - Ayer,A Latincita favorite - but live with Caribbean Smile.,,~/Images/Mobile/jose%20311-P.JPG,94,Music by Latincita,,,,,0,,,Studio,0
,93,August 2004,,NEW,5,Spanish,Romantic,Dance,0,True,Como Me Duele Perderte - Caribbean Smile,Como Me Duele Perderte,,Gloria Estefan / Caribbean Smile,,,~/best_of_latincita/06%20-%20Como%20Me%20Duele%20Perderte.mp3,06 - Como Me Duele Perderte,Totally Gorgeous rendition in Laura&lt;QUOTE&gt;s own style.,,~/Images/Mobile/jose%20311-P.JPG,93,Music by Latincita,,,,,0,,,Studio,0
,92,August 2004,,NEW,5,Spanish,Pop,Dance,0,True,Vivir lo Nuestro - Caribbean Smile,Vivir lo Nuestro,,Marc Anthony &amp; La India / Caribbean Smile,,,~/best_of_latincita/05%20-%20Vivir%20lo%20Nuestro.mp3,05 - Vivir lo Nuestro,,,~/Images/Mobile/jose%20311-P.JPG,92,Music by Latincita,,,,,0,,,Studio,0
,91,August 2004,,NEW,5,Spanish,Pop,Dance,0,True,Laura&lt;QUOTE&gt;s Solo - Jose&lt;QUOTE&gt;s Break,Oye Mi Canto,,Gloria Estefan / Caribbean Smile,,,~/best_of_latincita/04%20-%20Oye%20Mi%20Canto.mp3,04 - Oye Mi Canto,,,~/Images/Mobile/jose%20311-P.JPG,91,Music by Latincita,,,,,0,,,Studio,0
,90,August 2004,,NEW,5,Spanish,Merengue,Dance,0,True,El Africano - Caribbean Smile,El Africano,,Wilfrido Vargas / Caribbean Smile,,,~/best_of_latincita/03%20-%20El%20Africano.mp3,03 - El Africano,,,~/Images/Mobile/jose%20311-P.JPG,90,Music by Latincita,,,,,0,,,Studio,0
,89,August 2004,,NEW,5,Spanish,Pop,Dance,0,True,Carolina - Caribbean Smile,Carolina,,Eddie Herrera / Caribbean Smile,,,~/best_of_latincita/02%20-%20Carolina.mp3,02 - Carolina,,,~/Images/Mobile/jose%20311-P.JPG,89,Music by Latincita,,,,,0,,,Studio,0
,88,August 2004,,NEW,5,Spanish,Merengue,Dance,0,True,Adoro - Caribbean Smile,Adoro,,Armando Manzanero / Caribbean Smile,,,~/best_of_latincita/01%20-%20Adoro.mp3,01 - Adoro,,,~/Images/Mobile/jose%20311-P.JPG,88,Music by Latincita,,,,,0,,,Studio,0
,25,July 2004,,OLD,2,English,Easy Listening,Listening,0,False,Doesn&lt;QUOTE&gt;t Really Matter - Just Get Nutty,Doesn&lt;QUOTE&gt;t Really Matter,,Janet Jackson,,Janet Jackson - Doesn&lt;QUOTE&gt;t Really Matter (grappig en leuk).wma,~/best_of_latincita/Latincita%20-%20Doesnt%20Really%20Matter.mp3,Latincita - Doesnt Really Matter,Latincita get&lt;QUOTE&gt;s nutty.  An old recording and far from perfect&lt;COMMA&gt; but still lots of fun to listen to.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2028-P.bmp,25,Music by Latincita,,,,,0,,,Radio,0
,24,June 2004,,OLD,2,English,Pop,Dance,3,True,Can&lt;QUOTE&gt;t get you out of my head - Boy,Can&lt;QUOTE&gt;t get you out of my Head,,Kylie Minogue,C:\\\\DATA\\\\Idols TALENTBOX Exported\\\\Kylie Minogue - Can&lt;QUOTE&gt;t get you out of my head (thats the stuff).wav,Kylie Minogue - Can&lt;QUOTE&gt;t get you out of my head (thats the stuff).wma,~/best_of_latincita/Latincita%20-%20Cant%20get%20you%20out%20of%20my%20head.mp3,Latincita - Cant get you out of my head,Go Latincita !   Can&lt;QUOTE&gt;t wait to hear the duet with Kyle!,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%208-P.bmp,24,Music by Latincita,,,,,0,,,Radio,0
,23,June 2004,,OLD,2,English,Romantic,Listening,3,False,Power of Love,Power Of Love,,Celine Dion,,Celine Dion - Power Of Love (uitendelijk goed).wma,~/best_of_latincita/Latincita%20-%20Power%20Of%20Love%20-%20Finally%20Good.mp3,Latincita - Power Of Love - Finally Good,Latincita does justice to Celine&lt;QUOTE&gt;s terrible song.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2016-P.bmp,23,Music by Latincita,,,,,0,,,Radio,0
,22,June 2004,,OLD,2,English,Easy Listening,Listening,3,False,You are not alone - not alone,You Are Not Alone,,Michael Jackson,C:\\\\DATA\\\\Idols TALENTBOX Exported\\\\Michael Jackson - You Are Not Alone (the real latincita).wav,Michael Jackson - You Are Not Alone (the real latincita).wma,~/best_of_latincita/Latincita%20-%20You%20Are%20Not%20Alone%20-%20The%20Real%20One.mp3,Latincita - You Are Not Alone - The Real One,Sad and beautiful.  Love those &quot;lone&lt;QUOTE&gt;s&quot;.  Wonderful stuff.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2016-P.bmp,22,Music by Latincita,,,,,0,,,Radio,0
,21,June 2004,,OLD,2,English,Pop,Listening,3,True,Girls just want to have fun - that&lt;QUOTE&gt;s all,Girls Just Want To Have Fun,,Cyndi Lauper,C:\\\\DATA\\\\Idols TALENTBOX Exported\\\\Cyndi Lauper - Girls Just Want To Have Fun (total masterpiece).wav,Cyndi Lauper - Girls Just Want To Have Fun (total masterpiece).wma,~/best_of_latincita/Latincita%20-%20Girls%20Just%20Want%20To%20Have%20Fun.mp3,Latincita - Girls Just Want To Have Fun,Silly Stuff&lt;COMMA&gt; but great.  Those Silly Latincita&lt;QUOTE&gt;s.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%206-P.bmp,21,Music by Latincita,,,,,0,,,Radio,0
,20,June 2004,,OLD,2,English,Pop,Listening,3,True,Knocking on Heavens Door - a remaid classic,Knockin&lt;QUOTE&gt; on Heavens Door,,Bob Dylan,C:\\\\DATA\\\\Idols TALENTBOX Exported\\\\Bob Dylan - Knockin&lt;QUOTE&gt; on heavens door (7 stemmen fixed).wav,Bob Dylan - Knockin&lt;QUOTE&gt; on heavens door (7 stemmen fixed).wma,~/best_of_latincita/Latincita%20-%20Knockin%20on%20heavens%20door.mp3,Latincita - Knockin on heavens door,Latincita turns this clasic into something totally new and different.  Pure Latincita (seven of them to be exact).,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2038-P.bmp,20,Music by Latincita,,,,,0,,,Radio,0
,54,June 2004,,OLD,3,Spanish,Pop,Listening,2,False,Preview of Latincita&lt;QUOTE&gt;s Chart-breaker,Latino,,Latincita,C:\\\\DATA\\\\Idols TALENTBOX Exported\\\\Sing your own lyrics - Latino Song (latino ))))))))))).wav,,~/best_of_latincita/Latincita%20-%20LATINO.mp3,Latincita - LATINO,A preview of what will be a hit.  No doubts possible !  You heard it here first.  [Words by Latincita&lt;COMMA&gt; Music by Latincita&lt;COMMA&gt; Recording by Latincita&lt;COMMA&gt; final mix down by Latincita.  No help by anyone what so ever !!],,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%206-P.bmp,54,Music by Latincita,,,,,0,,,Studio,0
,19,June 2004,,OLD,2,English,Easy Listening,Listening,3,True,Emotion - The Heartache Lives On&#8230;,Emotion,,Destiny&lt;QUOTE&gt;s Child,C:\\\\DATA\\\\Idols TALENTBOX Exported\\\\Destiny&lt;QUOTE&gt;s Child - Emotion (Bijna Meesterwerk).wav,Destiny&lt;QUOTE&gt;s Child - Emotion (Bijna Meesterwerk).wma,~/best_of_latincita/Latincita%20-%20Emotion%20Almost%20Master.mp3,Latincita - Emotion Almost Master,An early Latincita and her Latincita-ets put together a real gem.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2024-P.bmp,19,Music by Latincita,,,,,0,,,Radio,0
,18,June 2004,,OLD,2,English,Easy Listening,Listening,3,False,I&lt;QUOTE&gt;m with you - who ever you are.,I&lt;QUOTE&gt;m with You,,Avril Lavigne,,Avril Lavigne - I&lt;QUOTE&gt;m with you (PERFECT uiteindelijk).wma,~/best_of_latincita/Latincita%20-%20Im%20with%20you.mp3,Latincita - Im with you,Is Avril&lt;QUOTE&gt;s version really better ?  I&lt;QUOTE&gt;m not so sure.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2042-P.bmp,18,Music by Latincita,,,,,0,,,Radio,0
,17,June 2004,,OLD,2,English,Pop,Listening,0,False,A mega production - no mega bucks,I&lt;QUOTE&gt;m A Slave For You,,Britney Spears,,,~/best_of_latincita/Latincita%20-%20Im%20A%20Slave%20For%20You%20-%20Real%20Nice.mp3,Latincita - Im A Slave For You - Real Nice,No thousands of dollars worth of production costs.  And yet it totally blows away Britney&lt;QUOTE&gt;s mega production.  Just Latincita.  All alone with her taped-up $10 mike.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%207-P.bmp,17,Music by Latincita,,,,,0,,,Radio,0
,16,June 2004,,OLD,2,English,Easy Listening,Listening,0,True,A Wondertfull Rendition of Running,Running,,No Doubt,C:\\\\DATA\\\\Idols TALENTBOX Exported\\\\No Doubt - Running (zaalig).wav,,~/best_of_latincita/Latincita%20-%20Running%20-%20Wonderful.mp3,Latincita - Running - Wonderful,Latincita puts together a wonderfull rendition of Running.  All done on her own.  Nice subtle effects on the background vocals.  Just great.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2019-P.bmp,16,Music by Latincita,,,,,0,,,Radio,0
,104,May 2004,,NEW,4,Spanish,Pop,Dance,0,True,Burbujas de Amor - Caribbean Smile,Burbujas de Amor,,Juan Luis Guerra / Caribbean Smile,C:\\\\DATA\\\\Eigen Opnames\\\\Caribbean Smile - Aug 2004\\\\Un Bes.wav,,~/best_of_latincita/Un%20Bes.mp3,Un Bes,,,~/Images/Mobile/jose%20311-P.JPG,104,Music by Latincita,,,,,0,,,,0
,103,May 2004,,NEW,4,Spanish,Romantic,Dance,0,True,Historia de Un Amor - Caribbean Smile,Historia de Un Amor,,Carlos Almaran / Caribbean Smile,C:\\\\DATA\\\\Eigen Opnames\\\\Caribbean Smile - Aug 2004\\\\Historia de Amor.wav,,~/best_of_latincita/Historia%20de%20Amor.mp3,Historia de Amor,Romantic&lt;COMMA&gt; soft&lt;COMMA&gt; luscious.     STUPID TELEPHONE.  [Thanks Marco]  Sufri Maaaas.&lt;CR&gt;&lt;CR&gt;Real Life in 2004,,~/Images/Mobile/jose%20311-P.JPG,103,Music by Latincita,,,,,0,,,,0
,102,May 2004,,NEW,4,Spanish,Easy Listening,Dance,0,True,Contigo Aprendi - Caribbean Smile,Contigo Aprendi,,Armando Manzanero / Caribbean Smile,C:\\\\DATA\\\\Eigen Opnames\\\\Caribbean Smile - Aug 2004\\\\Contiguo Prendi.wav,,~/best_of_latincita/Contiguo%20Prendi.mp3,Contiguo Prendi,God bless Jose.  Without him this would never have existed.  One of the most wonderful recordings of Laura ever.  Sweet&lt;COMMA&gt; deep&lt;COMMA&gt; rich.,,~/Images/Mobile/jose%20311-P.JPG,102,Music by Latincita,,,,,0,,,,0
,101,May 2004,,NEW,4,Spanish,Salsa,Dance,0,True,Devorame Otra Vez - Caribbean Smile,Devorame Otra Vez,,Lalo Rodriguez / Caribbean Smile,C:\\\\DATA\\\\Eigen Opnames\\\\Caribbean Smile - Aug 2004\\\\Notor Vees.wav,,~/best_of_latincita/Notor%20Vees.mp3,Notor Vees,Delicious. Sexy. Caribbean Smile.&lt;CR&gt;&lt;CR&gt;Terrible recording&lt;COMMA&gt; &#8230;but that&lt;QUOTE&gt;s all there is and all there ever will be.  ;-(,,~/Images/Mobile/jose%20311-P.JPG,101,Music by Latincita,,,,,0,,,,0
,15,May 2004,,OLD,2,English,Pop,Listening,3,False,Ironic - Isn&lt;QUOTE&gt;t it?!,Ironic,,Alanis Morissette,,Alanis Morissette - Ironic (Nog een meesterwerk - fix wife).wma,~/best_of_latincita/Latincita%20-%20Ironic.mp3,Latincita - Ironic,If Alanis had sung it like Latincita&lt;COMMA&gt; it would have been a good song&lt;COMMA&gt; instead of just annoying.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%205-P.bmp,15,Music by Latincita,,,,,0,,,Radio,0
,14,May 2004,,OLD,2,English,Pop,Listening,3,False,Against all Odds - How Could Just I Let You Walk Away ?,Against All Odds,,Phil Collins,,Mariah Carey - Against All Odds (LA MEJOR DE TODAS N 1))).wma,~/best_of_latincita/Latincita%20-%20Against%20All%20Odds.mp3,Latincita - Against All Odds,Singing into her taped-up falling apart $10 mike&lt;COMMA&gt; Latincita does her best to do this song justice.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2040-P.bmp,14,Music by Latincita,,,,,0,,,Radio,0
,12,May 2004,,OLD,2,English,Easy Listening,Listening,0,False,Running - Almost Perfect,Running,,No Doubt,,,~/best_of_latincita/Latincita%20-%20Running%20-%20Almost%20Perfect.mp3,Latincita - Running - Almost Perfect,A nearly perfect production of this song.  Done by Latincita&lt;COMMA&gt; as usual&lt;COMMA&gt; with no studio&lt;COMMA&gt; and no help from anyone.  Nice special effects.  Just great.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2038-P.bmp,12,Music by Latincita,,,,,0,,,Radio,0
,11,May 2004,,OLD,2,English,Easy Listening,Listening,0,False,Any one of us - Nice and Warm,Anyone of Us,,Gareth Gates,,,~/best_of_latincita/Latincita%20-%20Anyone%20of%20us%20-%20Nice%20and%20Warm.mp3,Latincita - Anyone of us - Nice+Warm,A nice&lt;COMMA&gt; warm rendition of this song. Written for a man&lt;COMMA&gt; sung by a real woman.  Very old&lt;COMMA&gt; but very nice.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2039-P.bmp,11,Music by Latincita,,,,,0,,,Radio,0
,10,May 2004,,OLD,2,English,Easy Listening,Listening,0,True,Emotions - Gorgious with a few minor flaws,Emotion,,Destiny&lt;QUOTE&gt;s Child,C:\\\\DATA\\\\Idols TALENTBOX Exported\\\\Destiny&lt;QUOTE&gt;s Child - Emotion (GORGIOUS - FEW UGLY BITS).wav,,~/best_of_latincita/Latincita%20-%20Emotion%20-%20Gorgeous.mp3,Latincita - Emotion - Gorgeous,Latincita does another gorgeous rendition of one of her best numbers.,,~/latincita/Laura%20Photos/Laura%20Zwart-Wit%2024-P.bmp,10,Music by Latincita,,,,,0,,,Radio,0
